date,t_mean,t_max,t_min,rh_mean,app_t_mean,app_t_max,hours_above_32,city,issued_on
2026-09-07,29.6625,35.7,24.5,62.208333333333336,33.545833333333334,40.2,7,salem,2026-09-06
2026-09-08,29.883333333333336,36.2,24.6,57.54166666666666,33.233333333333334,40.2,7,salem,2026-09-06
2026-09-06,30.075,36.9,26.2,70.45833333333333,34.94166666666667,41.3,8,trichy,2026-09-06
2026-09-07,31.5125,37.7,27.0,56.833333333333336,34.729166666666664,41.2,10,trichy,2026-09-06
2026-09-08,31.9,38.9,26.9,51.833333333333336,34.25416666666667,41.1,10,trichy,2026-09-06
2026-09-07,30.441666666666663,35.9,26.9,72.91666666666667,35.69166666666667,42.6,8,chennai,2026-09-07
2026-09-08,30.3375,34.6,27.2,73.04166666666667,36.016666666666666,41.6,6,chennai,2026-09-07
2026-09-09,30.729166666666668,35.8,27.0,69.125,35.87083333333333,41.6,8,chennai,2026-09-07
2026-09-07,27.241666666666664,33.6,23.1,71.70833333333333,30.054166666666664,36.4,4,coimbatore,2026-09-07
2026-09-08,26.829166666666666,33.8,22.3,71.79166666666667,29.3375,35.8,5,coimbatore,2026-09-07
2026-09-09,26.475,33.1,22.4,75.75,29.3375,36.2,4,coimbatore,2026-09-07
2026-09-07,30.675,36.5,26.4,61.66666666666666,35.13333333333333,42.4,8,madurai,2026-09-07
2026-09-08,31.008333333333336,36.7,25.8,54.375,34.13333333333333,41.1,9,madurai,2026-09-07
2026-09-09,31.491666666666664,38.2,25.4,50.04166666666666,34.11666666666667,41.6,11,madurai,2026-09-07
2026-09-07,30.17083333333333,36.0,25.4,58.083333333333336,33.28333333333333,39.0,8,salem,2026-09-07
2026-09-08,30.1875,36.5,24.8,54.083333333333336,33.016666666666666,40.2,8,salem,2026-09-07
2026-09-09,29.8,36.1,24.8,59.04166666666666,33.208333333333336,39.9,9,salem,2026-09-07
2026-09-07,31.55,37.3,27.6,58.41666666666666,35.1875,41.7,9,trichy,2026-09-07
2026-09-08,31.883333333333336,38.4,27.1,51.54166666666666,34.15833333333333,40.9,11,trichy,2026-09-07
2026-09-09,31.52083333333333,38.4,26.9,54.958333333333336,33.90833333333333,40.9,10,trichy,2026-09-07
2026-09-08,29.8125,34.5,25.2,77.79166666666667,35.833333333333336,41.9,6,chennai,2026-09-08
2026-09-09,29.308333333333334,33.7,25.7,77.66666666666667,34.9625,41.6,4,chennai,2026-09-08
2026-09-10,29.90833333333333,35.1,26.5,77.125,36.18333333333333,41.5,6,chennai,2026-09-08
2026-09-08,26.804166666666664,33.1,22.5,73.58333333333333,29.3875,35.3,4,coimbatore,2026-09-08
2026-09-09,26.566666666666663,33.2,22.4,74.79166666666667,29.4,36.5,3,coimbatore,2026-09-08
2026-09-10,26.3,31.7,22.9,78.41666666666667,29.6875,36.5,0,coimbatore,2026-09-08
2026-09-08,31.23333333333333,37.2,26.2,52.625,33.825,41.0,9,madurai,2026-09-08
2026-09-09,30.804166666666664,37.2,25.8,57.04166666666666,34.22083333333333,41.1,9,madurai,2026-09-08
2026-09-10,31.070833333333336,38.0,26.2,56.125,34.52916666666667,42.5,9,madurai,2026-09-08
2026-09-08,29.8,35.3,24.6,59.29166666666666,33.420833333333334,40.5,7,salem,2026-09-08
2026-09-09,29.695833333333336,35.6,25.2,60.16666666666666,33.21666666666667,39.9,8,salem,2026-09-08
2026-09-10,28.804166666666664,36.2,24.7,68.95833333333333,33.05416666666667,39.9,6,salem,2026-09-08
2026-09-08,31.85833333333333,38.0,27.1,51.958333333333336,34.2,40.8,10,trichy,2026-09-08
2026-09-09,31.5875,37.8,27.1,55.66666666666666,34.2,40.2,10,trichy,2026-09-08
2026-09-10,30.791666666666668,38.0,26.4,62.04166666666666,33.9,41.1,9,trichy,2026-09-08
2026-09-09,31.0,35.4,27.7,68.875,36.487500000000004,42.6,8,chennai,2026-09-09
2026-09-10,29.849999999999998,34.4,27.0,77.04166666666667,35.87916666666667,40.9,4,chennai,2026-09-09
2026-09-11,29.708333333333332,34.7,26.1,75.375,34.65416666666667,39.9,5,chennai,2026-09-09
2026-09-09,27.166666666666668,33.5,22.9,71.33333333333333,29.891666666666666,36.4,3,coimbatore,2026-09-09
2026-09-10,26.645833333333332,32.4,23.2,76.08333333333333,29.895833333333332,36.1,1,coimbatore,2026-09-09
2026-09-11,26.5125,32.1,23.0,78.625,29.804166666666664,35.0,1,coimbatore,2026-09-09
2026-09-09,31.945833333333336,38.1,26.4,48.5,34.5,42.5,10,madurai,2026-09-09
2026-09-10,31.704166666666666,38.8,26.9,51.916666666666664,34.87916666666667,42.9,9,madurai,2026-09-09
2026-09-11,31.670833333333334,38.1,27.0,54.666666666666664,35.362500000000004,42.7,9,madurai,2026-09-09
2026-09-09,30.087500000000002,35.3,25.3,57.541666666666664,33.791666666666664,40.3,8,salem,2026-09-09
2026-09-10,29.2625,35.7,25.5,65.16666666666667,33.4375,40.1,5,salem,2026-09-09
2026-09-11,29.329166666666666,35.1,24.8,66.41666666666667,33.454166666666666,39.6,8,salem,2026-09-09
2026-09-09,32.108333333333334,37.7,27.4,50.75,34.49583333333333,40.7,11,trichy,2026-09-09
2026-09-10,31.4875,38.0,27.6,58.166666666666664,34.604166666666664,41.8,9,trichy,2026-09-09
2026-09-11,30.6125,36.5,25.8,64.125,34.2375,40.1,8,trichy,2026-09-09
